,time,reward,age,days_since_joining,income,gender_F,gender_M,gender_O,min_spend_req,social,mobile,web,duration,discount,type_bogo,type_discount
36512,180,10.0,59,711,94000.0,0,1,0,10,1,1,0,7,10,1,0
36519,234,10.0,65,1276,84000.0,1,0,0,10,1,1,0,7,10,1,0
36522,504,10.0,41,1549,69000.0,0,1,0,10,1,1,0,7,10,1,0
36529,432,10.0,32,1327,31000.0,0,1,0,10,1,1,0,7,10,1,0
36531,624,10.0,32,1327,31000.0,0,1,0,10,1,1,0,7,10,1,0
36539,204,10.0,59,1432,60000.0,0,1,0,10,1,1,0,7,10,1,0
36541,342,10.0,59,1432,60000.0,0,1,0,10,1,1,0,7,10,1,0
36546,90,10.0,62,1604,85000.0,1,0,0,10,1,1,0,7,10,1,0
36549,516,10.0,62,1604,85000.0,1,0,0,10,1,1,0,7,10,1,0
36558,462,10.0,58,762,76000.0,0,1,0,10,1,1,0,7,10,1,0
36561,156,10.0,66,589,95000.0,1,0,0,10,1,1,0,7,10,1,0
36564,240,10.0,66,589,95000.0,1,0,0,10,1,1,0,7,10,1,0
36569,468,10.0,58,844,90000.0,1,0,0,10,1,1,0,7,10,1,0
36572,186,10.0,64,1266,119000.0,1,0,0,10,1,1,0,7,10,1,0
36575,534,10.0,60,667,64000.0,1,0,0,10,1,1,0,7,10,1,0
36578,414,10.0,48,848,36000.0,0,1,0,10,1,1,0,7,10,1,0
36583,408,10.0,64,1570,95000.0,1,0,0,10,1,1,0,7,10,1,0
36586,438,10.0,45,1600,53000.0,1,0,0,10,1,1,0,7,10,1,0
36589,594,10.0,64,849,63000.0,1,0,0,10,1,1,0,7,10,1,0
36592,522,10.0,38,1253,36000.0,1,0,0,10,1,1,0,7,10,1,0
36595,84,10.0,59,991,48000.0,0,1,0,10,1,1,0,7,10,1,0
36598,174,10.0,59,991,48000.0,0,1,0,10,1,1,0,7,10,1,0
36600,600,10.0,48,1028,87000.0,1,0,0,10,1,1,0,7,10,1,0
36610,492,10.0,65,976,119000.0,1,0,0,10,1,1,0,7,10,1,0
36613,378,10.0,37,1460,79000.0,1,0,0,10,1,1,0,7,10,1,0
36616,564,10.0,37,1460,79000.0,1,0,0,10,1,1,0,7,10,1,0
36626,504,10.0,60,787,84000.0,1,0,0,10,1,1,0,7,10,1,0
36642,540,10.0,33,1474,30000.0,0,1,0,10,1,1,0,7,10,1,0
36647,510,10.0,46,948,82000.0,1,0,0,10,1,1,0,7,10,1,0
36652,546,10.0,41,982,31000.0,0,1,0,10,1,1,0,7,10,1,0
36656,606,10.0,41,925,59000.0,0,1,0,10,1,1,0,7,10,1,0
36660,30,10.0,67,609,79000.0,0,1,0,10,1,1,0,7,10,1,0
36662,420,10.0,49,1535,61000.0,1,0,0,10,1,1,0,7,10,1,0
36671,42,10.0,53,1015,96000.0,0,1,0,10,1,1,0,7,10,1,0
36684,336,10.0,50,930,93000.0,0,1,0,10,1,1,0,7,10,1,0
36686,174,10.0,55,1147,111000.0,0,1,0,10,1,1,0,7,10,1,0
36689,450,10.0,55,1147,111000.0,0,1,0,10,1,1,0,7,10,1,0
36699,420,10.0,51,1377,78000.0,0,1,0,10,1,1,0,7,10,1,0
36701,618,10.0,51,1377,78000.0,0,1,0,10,1,1,0,7,10,1,0
36706,660,10.0,55,1232,73000.0,0,1,0,10,1,1,0,7,10,1,0
36715,192,10.0,63,879,55000.0,1,0,0,10,1,1,0,7,10,1,0
36718,540,10.0,63,879,55000.0,1,0,0,10,1,1,0,7,10,1,0
36728,684,10.0,58,1217,77000.0,0,1,0,10,1,1,0,7,10,1,0
36731,78,10.0,45,837,54000.0,1,0,0,10,1,1,0,7,10,1,0
36734,438,10.0,45,837,54000.0,1,0,0,10,1,1,0,7,10,1,0
36737,192,10.0,65,1451,87000.0,1,0,0,10,1,1,0,7,10,1,0
36740,564,10.0,84,1593,70000.0,0,1,0,10,1,1,0,7,10,1,0
36742,522,10.0,72,2012,64000.0,0,1,0,10,1,1,0,7,10,1,0
36753,450,10.0,89,849,109000.0,1,0,0,10,1,1,0,7,10,1,0
36755,618,10.0,89,849,109000.0,1,0,0,10,1,1,0,7,10,1,0
36759,72,10.0,48,1292,119000.0,1,0,0,10,1,1,0,7,10,1,0
36764,468,10.0,59,1773,66000.0,1,0,0,10,1,1,0,7,10,1,0
36767,408,10.0,23,2300,53000.0,0,1,0,10,1,1,0,7,10,1,0
36778,222,10.0,79,848,78000.0,1,0,0,10,1,1,0,7,10,1,0
36781,624,10.0,79,848,78000.0,1,0,0,10,1,1,0,7,10,1,0
36784,36,10.0,70,984,54000.0,0,1,0,10,1,1,0,7,10,1,0
36787,222,10.0,71,1054,75000.0,1,0,0,10,1,1,0,7,10,1,0
36792,48,10.0,56,1610,92000.0,1,0,0,10,1,1,0,7,10,1,0
36794,180,10.0,56,1610,92000.0,1,0,0,10,1,1,0,7,10,1,0
36804,678,10.0,36,844,53000.0,1,0,0,10,1,1,0,7,10,1,0
36807,516,10.0,58,1584,86000.0,0,0,1,10,1,1,0,7,10,1,0
36811,528,10.0,89,1403,78000.0,1,0,0,10,1,1,0,7,10,1,0
36813,192,10.0,28,1285,71000.0,1,0,0,10,1,1,0,7,10,1,0
36817,336,10.0,28,1285,71000.0,1,0,0,10,1,1,0,7,10,1,0
36820,624,10.0,37,1286,60000.0,0,1,0,10,1,1,0,7,10,1,0
36823,0,10.0,80,1547,98000.0,1,0,0,10,1,1,0,7,10,1,0
36826,336,10.0,64,926,76000.0,0,1,0,10,1,1,0,7,10,1,0
36828,354,10.0,53,904,45000.0,0,1,0,10,1,1,0,7,10,1,0
36833,414,10.0,84,936,61000.0,1,0,0,10,1,1,0,7,10,1,0
36841,24,10.0,38,907,69000.0,0,1,0,10,1,1,0,7,10,1,0
36844,450,10.0,69,1359,88000.0,0,1,0,10,1,1,0,7,10,1,0
36847,132,10.0,44,1063,32000.0,0,1,0,10,1,1,0,7,10,1,0
36850,378,10.0,44,1063,32000.0,0,1,0,10,1,1,0,7,10,1,0
36858,510,10.0,64,1362,60000.0,1,0,0,10,1,1,0,7,10,1,0
36862,684,10.0,64,1362,60000.0,1,0,0,10,1,1,0,7,10,1,0
36864,582,10.0,71,808,97000.0,0,1,0,10,1,1,0,7,10,1,0
36867,234,10.0,69,1136,95000.0,0,1,0,10,1,1,0,7,10,1,0
36869,438,10.0,87,1367,76000.0,1,0,0,10,1,1,0,7,10,1,0
36874,600,10.0,87,1367,76000.0,1,0,0,10,1,1,0,7,10,1,0
36875,600,10.0,87,1367,76000.0,1,0,0,10,1,1,0,7,10,1,0
36881,558,10.0,25,647,72000.0,0,1,0,10,1,1,0,7,10,1,0
36888,582,10.0,58,1345,54000.0,1,0,0,10,1,1,0,7,10,1,0
36897,54,10.0,60,756,77000.0,0,1,0,10,1,1,0,7,10,1,0
36900,432,10.0,60,756,77000.0,0,1,0,10,1,1,0,7,10,1,0
36902,186,10.0,57,758,56000.0,0,1,0,10,1,1,0,7,10,1,0
36906,618,10.0,39,1609,44000.0,1,0,0,10,1,1,0,7,10,1,0
36919,408,10.0,62,870,84000.0,0,1,0,10,1,1,0,7,10,1,0
36923,564,10.0,62,870,84000.0,0,1,0,10,1,1,0,7,10,1,0
36925,36,10.0,43,1166,35000.0,0,1,0,10,1,1,0,7,10,1,0
36937,264,10.0,59,1105,95000.0,1,0,0,10,1,1,0,7,10,1,0
36940,546,10.0,80,1303,81000.0,1,0,0,10,1,1,0,7,10,1,0
36945,138,10.0,50,683,80000.0,1,0,0,10,1,1,0,7,10,1,0
36948,342,10.0,42,1389,55000.0,0,1,0,10,1,1,0,7,10,1,0
36956,30,10.0,55,1054,85000.0,0,1,0,10,1,1,0,7,10,1,0
36966,18,10.0,57,1733,82000.0,0,1,0,10,1,1,0,7,10,1,0
36972,84,10.0,58,1006,97000.0,0,1,0,10,1,1,0,7,10,1,0
36977,624,10.0,73,1316,37000.0,1,0,0,10,1,1,0,7,10,1,0
36982,576,10.0,48,1619,57000.0,1,0,0,10,1,1,0,7,10,1,0
36987,570,10.0,42,1061,34000.0,0,1,0,10,1,1,0,7,10,1,0
36993,432,10.0,63,794,91000.0,1,0,0,10,1,1,0,7,10,1,0
36997,420,10.0,45,891,75000.0,0,1,0,10,1,1,0,7,10,1,0
36998,420,10.0,45,891,75000.0,0,1,0,10,1,1,0,7,10,1,0
37001,576,10.0,56,757,88000.0,0,1,0,10,1,1,0,7,10,1,0
37004,414,10.0,57,1322,72000.0,0,1,0,10,1,1,0,7,10,1,0
37009,510,10.0,25,1553,70000.0,1,0,0,10,1,1,0,7,10,1,0
37013,384,10.0,25,1490,59000.0,0,1,0,10,1,1,0,7,10,1,0
37017,54,10.0,75,1204,76000.0,0,1,0,10,1,1,0,7,10,1,0
37019,348,10.0,62,898,74000.0,0,0,1,10,1,1,0,7,10,1,0
37022,84,10.0,55,1503,83000.0,0,1,0,10,1,1,0,7,10,1,0
37027,54,10.0,57,1175,77000.0,0,1,0,10,1,1,0,7,10,1,0
37032,168,10.0,33,836,33000.0,0,1,0,10,1,1,0,7,10,1,0
37034,480,10.0,50,1351,86000.0,0,1,0,10,1,1,0,7,10,1,0
37037,42,10.0,74,1545,91000.0,1,0,0,10,1,1,0,7,10,1,0
37041,414,10.0,67,1254,67000.0,1,0,0,10,1,1,0,7,10,1,0
37043,660,10.0,67,1254,67000.0,1,0,0,10,1,1,0,7,10,1,0
37047,54,10.0,68,930,116000.0,1,0,0,10,1,1,0,7,10,1,0
37049,576,10.0,68,930,116000.0,1,0,0,10,1,1,0,7,10,1,0
37052,228,10.0,52,1425,73000.0,0,1,0,10,1,1,0,7,10,1,0
37054,594,10.0,52,1425,73000.0,0,1,0,10,1,1,0,7,10,1,0
37058,48,10.0,54,1188,61000.0,0,1,0,10,1,1,0,7,10,1,0
37061,564,10.0,54,1188,61000.0,0,1,0,10,1,1,0,7,10,1,0
37065,480,10.0,48,905,76000.0,0,1,0,10,1,1,0,7,10,1,0
37073,714,10.0,56,771,76000.0,1,0,0,10,1,1,0,7,10,1,0
37080,318,10.0,57,735,52000.0,0,1,0,10,1,1,0,7,10,1,0
37083,66,10.0,74,799,60000.0,0,1,0,10,1,1,0,7,10,1,0
37086,228,10.0,49,681,61000.0,0,1,0,10,1,1,0,7,10,1,0
37093,354,10.0,59,1470,114000.0,1,0,0,10,1,1,0,7,10,1,0
37095,696,10.0,59,1586,96000.0,1,0,0,10,1,1,0,7,10,1,0
37100,582,10.0,37,872,61000.0,0,1,0,10,1,1,0,7,10,1,0
37103,264,10.0,62,1268,65000.0,0,0,1,10,1,1,0,7,10,1,0
37106,600,10.0,61,1413,51000.0,1,0,0,10,1,1,0,7,10,1,0
37115,186,10.0,50,1103,59000.0,0,1,0,10,1,1,0,7,10,1,0
37118,708,10.0,51,2094,63000.0,0,1,0,10,1,1,0,7,10,1,0
37120,408,10.0,21,1458,39000.0,0,1,0,10,1,1,0,7,10,1,0
37124,456,10.0,52,1238,79000.0,1,0,0,10,1,1,0,7,10,1,0
37126,348,10.0,78,882,72000.0,1,0,0,10,1,1,0,7,10,1,0
37129,450,10.0,78,882,72000.0,1,0,0,10,1,1,0,7,10,1,0
37132,624,10.0,54,663,72000.0,0,1,0,10,1,1,0,7,10,1,0
37135,18,10.0,40,1463,53000.0,1,0,0,10,1,1,0,7,10,1,0
37138,432,10.0,28,832,65000.0,0,1,0,10,1,1,0,7,10,1,0
37141,612,10.0,28,832,65000.0,0,1,0,10,1,1,0,7,10,1,0
37146,588,10.0,62,1251,64000.0,1,0,0,10,1,1,0,7,10,1,0
37153,132,10.0,79,1291,102000.0,0,1,0,10,1,1,0,7,10,1,0
37155,24,10.0,73,942,58000.0,1,0,0,10,1,1,0,7,10,1,0
37159,204,10.0,73,942,58000.0,1,0,0,10,1,1,0,7,10,1,0
37163,438,10.0,67,1495,88000.0,1,0,0,10,1,1,0,7,10,1,0
37167,228,10.0,51,1624,70000.0,0,1,0,10,1,1,0,7,10,1,0
37170,708,10.0,19,794,42000.0,1,0,0,10,1,1,0,7,10,1,0
37175,234,10.0,34,623,34000.0,0,1,0,10,1,1,0,7,10,1,0
37178,552,10.0,80,825,52000.0,1,0,0,10,1,1,0,7,10,1,0
37192,468,10.0,56,1623,95000.0,0,1,0,10,1,1,0,7,10,1,0
37194,396,10.0,63,932,86000.0,1,0,0,10,1,1,0,7,10,1,0
37197,126,10.0,20,901,37000.0,0,1,0,10,1,1,0,7,10,1,0
37202,180,10.0,38,1092,90000.0,0,1,0,10,1,1,0,7,10,1,0
37205,120,10.0,80,777,74000.0,0,1,0,10,1,1,0,7,10,1,0
37208,114,10.0,64,1375,98000.0,0,1,0,10,1,1,0,7,10,1,0
37211,42,10.0,36,582,61000.0,1,0,0,10,1,1,0,7,10,1,0
37214,426,10.0,55,856,99000.0,1,0,0,10,1,1,0,7,10,1,0
37224,600,10.0,68,854,46000.0,0,1,0,10,1,1,0,7,10,1,0
37227,612,10.0,67,1086,77000.0,1,0,0,10,1,1,0,7,10,1,0
37231,42,10.0,90,1263,54000.0,1,0,0,10,1,1,0,7,10,1,0
37235,558,10.0,54,841,51000.0,0,1,0,10,1,1,0,7,10,1,0
37237,408,10.0,58,599,71000.0,1,0,0,10,1,1,0,7,10,1,0
37241,246,10.0,32,723,41000.0,0,1,0,10,1,1,0,7,10,1,0
37244,48,10.0,59,1632,108000.0,0,1,0,10,1,1,0,7,10,1,0
37248,84,10.0,97,1274,94000.0,1,0,0,10,1,1,0,7,10,1,0
37250,408,10.0,97,1274,94000.0,1,0,0,10,1,1,0,7,10,1,0
37254,348,10.0,37,773,85000.0,0,1,0,10,1,1,0,7,10,1,0
37257,192,10.0,75,1316,44000.0,0,1,0,10,1,1,0,7,10,1,0
37262,210,10.0,37,1418,98000.0,0,1,0,10,1,1,0,7,10,1,0
37265,354,10.0,37,1418,98000.0,0,1,0,10,1,1,0,7,10,1,0
37269,462,10.0,54,871,71000.0,0,1,0,10,1,1,0,7,10,1,0
37274,414,10.0,77,1431,97000.0,0,1,0,10,1,1,0,7,10,1,0
37280,582,10.0,49,761,68000.0,0,1,0,10,1,1,0,7,10,1,0
37289,78,10.0,37,732,33000.0,0,1,0,10,1,1,0,7,10,1,0
37294,336,10.0,72,871,109000.0,1,0,0,10,1,1,0,7,10,1,0
37296,36,10.0,54,1640,41000.0,0,1,0,10,1,1,0,7,10,1,0
37302,300,10.0,56,1149,87000.0,0,1,0,10,1,1,0,7,10,1,0
37305,336,10.0,76,1323,81000.0,0,1,0,10,1,1,0,7,10,1,0
37308,270,10.0,65,1188,83000.0,1,0,0,10,1,1,0,7,10,1,0
37312,534,10.0,46,1426,76000.0,0,1,0,10,1,1,0,7,10,1,0
37317,270,10.0,51,1533,72000.0,0,1,0,10,1,1,0,7,10,1,0
37320,408,10.0,51,1533,72000.0,0,1,0,10,1,1,0,7,10,1,0
37323,594,10.0,85,846,76000.0,0,1,0,10,1,1,0,7,10,1,0
37328,624,10.0,57,841,76000.0,1,0,0,10,1,1,0,7,10,1,0
37331,708,10.0,36,812,43000.0,0,1,0,10,1,1,0,7,10,1,0
37335,504,10.0,52,1124,97000.0,1,0,0,10,1,1,0,7,10,1,0
37339,660,10.0,26,1331,66000.0,0,1,0,10,1,1,0,7,10,1,0
37345,174,10.0,49,624,99000.0,0,1,0,10,1,1,0,7,10,1,0
37349,624,10.0,65,811,62000.0,1,0,0,10,1,1,0,7,10,1,0
37352,6,10.0,43,1468,39000.0,1,0,0,10,1,1,0,7,10,1,0
37355,336,10.0,43,1468,39000.0,1,0,0,10,1,1,0,7,10,1,0
37359,186,10.0,69,661,78000.0,0,1,0,10,1,1,0,7,10,1,0
37362,168,10.0,63,1609,58000.0,0,1,0,10,1,1,0,7,10,1,0
37365,534,10.0,48,1578,84000.0,1,0,0,10,1,1,0,7,10,1,0
37370,516,10.0,79,1401,78000.0,1,0,0,10,1,1,0,7,10,1,0
37372,666,10.0,61,1496,115000.0,1,0,0,10,1,1,0,7,10,1,0
37377,594,10.0,55,829,60000.0,0,1,0,10,1,1,0,7,10,1,0
37386,510,10.0,56,608,75000.0,0,1,0,10,1,1,0,7,10,1,0
37394,108,10.0,54,639,66000.0,1,0,0,10,1,1,0,7,10,1,0
37397,618,10.0,54,639,66000.0,1,0,0,10,1,1,0,7,10,1,0
37399,342,10.0,80,823,98000.0,0,1,0,10,1,1,0,7,10,1,0
37404,408,10.0,83,1363,66000.0,0,1,0,10,1,1,0,7,10,1,0
37408,444,10.0,46,725,38000.0,0,1,0,10,1,1,0,7,10,1,0
37411,540,10.0,46,725,38000.0,0,1,0,10,1,1,0,7,10,1,0
37416,552,10.0,72,1652,102000.0,0,1,0,10,1,1,0,7,10,1,0
37419,216,10.0,93,1474,79000.0,1,0,0,10,1,1,0,7,10,1,0
37429,138,10.0,50,903,57000.0,1,0,0,10,1,1,0,7,10,1,0
37432,558,10.0,50,903,57000.0,1,0,0,10,1,1,0,7,10,1,0
37435,48,10.0,30,762,53000.0,0,1,0,10,1,1,0,7,10,1,0
37439,408,10.0,47,903,74000.0,0,1,0,10,1,1,0,7,10,1,0
37443,618,10.0,47,903,74000.0,0,1,0,10,1,1,0,7,10,1,0
37448,114,10.0,55,1824,61000.0,0,1,0,10,1,1,0,7,10,1,0
37451,90,10.0,45,820,65000.0,1,0,0,10,1,1,0,7,10,1,0
37454,336,10.0,70,1635,75000.0,1,0,0,10,1,1,0,7,10,1,0
37471,582,10.0,59,626,33000.0,1,0,0,10,1,1,0,7,10,1,0
37476,276,10.0,73,1016,69000.0,0,1,0,10,1,1,0,7,10,1,0
37479,354,10.0,67,1276,85000.0,0,0,1,10,1,1,0,7,10,1,0
37482,648,10.0,67,1276,85000.0,0,0,1,10,1,1,0,7,10,1,0
37489,678,10.0,56,1640,80000.0,1,0,0,10,1,1,0,7,10,1,0
37492,534,10.0,62,1440,54000.0,0,1,0,10,1,1,0,7,10,1,0
37496,66,10.0,57,1052,118000.0,1,0,0,10,1,1,0,7,10,1,0
37498,498,10.0,57,1052,118000.0,1,0,0,10,1,1,0,7,10,1,0
37501,552,10.0,57,1052,118000.0,1,0,0,10,1,1,0,7,10,1,0
37504,426,10.0,18,1454,49000.0,0,1,0,10,1,1,0,7,10,1,0
37514,534,10.0,67,720,104000.0,1,0,0,10,1,1,0,7,10,1,0
37522,348,10.0,63,1570,79000.0,1,0,0,10,1,1,0,7,10,1,0
37525,588,10.0,35,1113,59000.0,0,1,0,10,1,1,0,7,10,1,0
37528,606,10.0,50,1118,30000.0,0,1,0,10,1,1,0,7,10,1,0
37530,624,10.0,59,757,89000.0,0,1,0,10,1,1,0,7,10,1,0
37537,360,10.0,53,1043,91000.0,1,0,0,10,1,1,0,7,10,1,0
37540,432,10.0,53,1043,91000.0,1,0,0,10,1,1,0,7,10,1,0
37542,588,10.0,53,1043,91000.0,1,0,0,10,1,1,0,7,10,1,0
37550,42,10.0,58,907,77000.0,1,0,0,10,1,1,0,7,10,1,0
37555,612,10.0,63,2024,81000.0,1,0,0,10,1,1,0,7,10,1,0
37557,444,10.0,45,647,67000.0,0,1,0,10,1,1,0,7,10,1,0
37561,426,10.0,61,1500,76000.0,1,0,0,10,1,1,0,7,10,1,0
37564,6,10.0,58,1641,54000.0,1,0,0,10,1,1,0,7,10,1,0
37569,564,10.0,88,1486,78000.0,0,1,0,10,1,1,0,7,10,1,0
37572,204,10.0,54,1520,67000.0,0,1,0,10,1,1,0,7,10,1,0
37575,60,10.0,42,1142,91000.0,0,1,0,10,1,1,0,7,10,1,0
37578,204,10.0,42,1142,91000.0,0,1,0,10,1,1,0,7,10,1,0
37584,408,10.0,47,1388,53000.0,0,1,0,10,1,1,0,7,10,1,0
37587,582,10.0,52,1658,79000.0,0,1,0,10,1,1,0,7,10,1,0
37590,378,10.0,58,1256,50000.0,0,1,0,10,1,1,0,7,10,1,0
37593,486,10.0,58,1256,50000.0,0,1,0,10,1,1,0,7,10,1,0
37595,192,10.0,72,1086,114000.0,1,0,0,10,1,1,0,7,10,1,0
37599,288,10.0,72,753,109000.0,1,0,0,10,1,1,0,7,10,1,0
37601,0,10.0,67,821,78000.0,0,1,0,10,1,1,0,7,10,1,0
37605,378,10.0,67,821,78000.0,0,1,0,10,1,1,0,7,10,1,0
37608,210,10.0,53,1521,100000.0,1,0,0,10,1,1,0,7,10,1,0
37611,462,10.0,46,805,40000.0,1,0,0,10,1,1,0,7,10,1,0
37616,42,10.0,75,1028,53000.0,1,0,0,10,1,1,0,7,10,1,0
37619,408,10.0,75,1028,53000.0,1,0,0,10,1,1,0,7,10,1,0
37624,504,10.0,68,988,98000.0,1,0,0,10,1,1,0,7,10,1,0
37626,228,10.0,42,658,54000.0,0,1,0,10,1,1,0,7,10,1,0
37633,486,10.0,59,1062,76000.0,1,0,0,10,1,1,0,7,10,1,0
37637,366,10.0,81,1812,89000.0,1,0,0,10,1,1,0,7,10,1,0
37639,546,10.0,51,1252,100000.0,1,0,0,10,1,1,0,7,10,1,0
37642,528,10.0,45,1377,79000.0,0,1,0,10,1,1,0,7,10,1,0
37647,222,10.0,58,619,54000.0,0,1,0,10,1,1,0,7,10,1,0
37652,696,10.0,58,619,54000.0,0,1,0,10,1,1,0,7,10,1,0
37658,90,10.0,88,1500,116000.0,1,0,0,10,1,1,0,7,10,1,0
37660,384,10.0,88,1500,116000.0,1,0,0,10,1,1,0,7,10,1,0
37663,474,10.0,88,1500,116000.0,1,0,0,10,1,1,0,7,10,1,0
37666,348,10.0,69,1631,82000.0,1,0,0,10,1,1,0,7,10,1,0
37669,390,10.0,48,882,53000.0,0,1,0,10,1,1,0,7,10,1,0
37674,0,10.0,39,1234,66000.0,1,0,0,10,1,1,0,7,10,1,0
37677,618,10.0,66,565,63000.0,1,0,0,10,1,1,0,7,10,1,0
37680,186,10.0,36,1508,50000.0,0,1,0,10,1,1,0,7,10,1,0
37686,360,10.0,64,2004,75000.0,0,1,0,10,1,1,0,7,10,1,0
37691,228,10.0,57,1631,89000.0,0,1,0,10,1,1,0,7,10,1,0
37695,480,10.0,74,885,64000.0,1,0,0,10,1,1,0,7,10,1,0
37700,642,10.0,81,719,82000.0,0,1,0,10,1,1,0,7,10,1,0
37703,36,10.0,44,1088,75000.0,0,1,0,10,1,1,0,7,10,1,0
37706,426,10.0,44,1088,75000.0,0,1,0,10,1,1,0,7,10,1,0
37709,24,10.0,28,918,47000.0,1,0,0,10,1,1,0,7,10,1,0
37713,60,10.0,56,1542,81000.0,0,1,0,10,1,1,0,7,10,1,0
37718,336,10.0,56,717,91000.0,1,0,0,10,1,1,0,7,10,1,0
37722,228,10.0,63,1553,88000.0,1,0,0,10,1,1,0,7,10,1,0
37724,594,10.0,63,1553,88000.0,1,0,0,10,1,1,0,7,10,1,0
37727,552,10.0,36,968,34000.0,0,1,0,10,1,1,0,7,10,1,0
37731,60,10.0,27,758,62000.0,0,1,0,10,1,1,0,7,10,1,0
37735,324,10.0,27,758,62000.0,0,1,0,10,1,1,0,7,10,1,0
37738,492,10.0,27,758,62000.0,0,1,0,10,1,1,0,7,10,1,0
37745,594,10.0,64,1258,108000.0,0,1,0,10,1,1,0,7,10,1,0
37756,612,10.0,29,1549,42000.0,1,0,0,10,1,1,0,7,10,1,0
37758,168,10.0,59,893,93000.0,1,0,0,10,1,1,0,7,10,1,0
37761,684,10.0,59,893,93000.0,1,0,0,10,1,1,0,7,10,1,0
37766,414,10.0,21,684,39000.0,1,0,0,10,1,1,0,7,10,1,0
37774,378,10.0,46,886,59000.0,0,1,0,10,1,1,0,7,10,1,0
37777,168,10.0,40,1012,63000.0,0,1,0,10,1,1,0,7,10,1,0
37782,612,10.0,51,1219,44000.0,1,0,0,10,1,1,0,7,10,1,0
37784,438,10.0,59,807,82000.0,0,1,0,10,1,1,0,7,10,1,0
37788,456,10.0,54,1093,56000.0,1,0,0,10,1,1,0,7,10,1,0
37795,600,10.0,77,569,68000.0,1,0,0,10,1,1,0,7,10,1,0
37800,552,10.0,71,805,52000.0,0,1,0,10,1,1,0,7,10,1,0
37802,612,10.0,71,805,52000.0,0,1,0,10,1,1,0,7,10,1,0
37808,510,10.0,60,811,32000.0,0,1,0,10,1,1,0,7,10,1,0
37810,648,10.0,95,1296,110000.0,1,0,0,10,1,1,0,7,10,1,0
37813,198,10.0,53,764,113000.0,0,1,0,10,1,1,0,7,10,1,0
37820,174,10.0,44,1186,59000.0,0,1,0,10,1,1,0,7,10,1,0
37825,216,10.0,61,1129,68000.0,0,1,0,10,1,1,0,7,10,1,0
37828,426,10.0,61,1129,68000.0,0,1,0,10,1,1,0,7,10,1,0
37833,630,10.0,68,1835,53000.0,1,0,0,10,1,1,0,7,10,1,0
37836,342,10.0,27,1210,45000.0,0,1,0,10,1,1,0,7,10,1,0
37838,372,10.0,50,1297,71000.0,1,0,0,10,1,1,0,7,10,1,0
37845,330,10.0,71,585,62000.0,0,1,0,10,1,1,0,7,10,1,0
37848,672,10.0,58,914,100000.0,1,0,0,10,1,1,0,7,10,1,0
37855,456,10.0,48,796,93000.0,0,1,0,10,1,1,0,7,10,1,0
37865,348,10.0,41,941,63000.0,0,1,0,10,1,1,0,7,10,1,0
37870,624,10.0,65,1315,72000.0,1,0,0,10,1,1,0,7,10,1,0
37875,126,10.0,34,811,51000.0,0,1,0,10,1,1,0,7,10,1,0
37877,534,10.0,34,811,51000.0,0,1,0,10,1,1,0,7,10,1,0
37883,108,10.0,61,1018,59000.0,0,1,0,10,1,1,0,7,10,1,0
37887,414,10.0,68,881,100000.0,0,1,0,10,1,1,0,7,10,1,0
37894,378,10.0,56,727,84000.0,0,1,0,10,1,1,0,7,10,1,0
37905,6,10.0,52,1258,91000.0,1,0,0,10,1,1,0,7,10,1,0
37910,96,10.0,73,1328,90000.0,0,1,0,10,1,1,0,7,10,1,0
37913,414,10.0,55,585,67000.0,1,0,0,10,1,1,0,7,10,1,0
37915,606,10.0,65,1065,81000.0,1,0,0,10,1,1,0,7,10,1,0
37919,336,10.0,59,1342,44000.0,0,1,0,10,1,1,0,7,10,1,0
37921,414,10.0,78,919,81000.0,1,0,0,10,1,1,0,7,10,1,0
37924,324,10.0,66,929,62000.0,0,1,0,10,1,1,0,7,10,1,0
37927,240,10.0,36,1653,36000.0,1,0,0,10,1,1,0,7,10,1,0
37933,408,10.0,77,738,49000.0,0,1,0,10,1,1,0,7,10,1,0
37937,606,10.0,77,738,49000.0,0,1,0,10,1,1,0,7,10,1,0
37940,210,10.0,74,1488,91000.0,1,0,0,10,1,1,0,7,10,1,0
37943,612,10.0,93,858,115000.0,1,0,0,10,1,1,0,7,10,1,0
37946,486,10.0,50,2273,69000.0,1,0,0,10,1,1,0,7,10,1,0
37949,606,10.0,36,1797,69000.0,0,1,0,10,1,1,0,7,10,1,0
37954,600,10.0,53,771,74000.0,0,1,0,10,1,1,0,7,10,1,0
37959,504,10.0,85,1472,72000.0,0,1,0,10,1,1,0,7,10,1,0
37971,528,10.0,65,1694,73000.0,0,1,0,10,1,1,0,7,10,1,0
37974,96,10.0,74,1208,114000.0,0,1,0,10,1,1,0,7,10,1,0
37976,504,10.0,74,1208,114000.0,0,1,0,10,1,1,0,7,10,1,0
37980,468,10.0,55,969,61000.0,1,0,0,10,1,1,0,7,10,1,0
37985,6,10.0,81,1023,87000.0,1,0,0,10,1,1,0,7,10,1,0
37990,462,10.0,70,763,58000.0,1,0,0,10,1,1,0,7,10,1,0
37993,438,10.0,63,1337,79000.0,0,1,0,10,1,1,0,7,10,1,0
38000,108,10.0,79,649,88000.0,1,0,0,10,1,1,0,7,10,1,0
38003,390,10.0,79,649,88000.0,1,0,0,10,1,1,0,7,10,1,0
38006,210,10.0,53,1041,77000.0,0,1,0,10,1,1,0,7,10,1,0
